year,event,sex,position,name,country,mark
2007,400 metres hurdles,men,4,James Carter,USA,48.40
2007,400 metres hurdles,men,5,Danny McFarlane,JAM,48.59
2007,400 metres hurdles,men,6,Periklís Iakovákis,GRE,49.25
2007,400 metres hurdles,men,7,Derrick Williams,USA,52.97
2007,400 metres hurdles,men,,Adam Kunkel,CAN,DNF
2007,400 metres hurdles,women,1,Jana Pittman,AUS,53.31
2007,400 metres hurdles,women,2,Yuliya Pechonkina,RUS,53.50
2007,400 metres hurdles,women,3,Anna Jesien,POL,53.92
2007,400 metres hurdles,women,4,Nickiesha Wilson,JAM,54.10
2007,400 metres hurdles,women,5,Xiaoxiao Huang,CHN,54.15
2007,400 metres hurdles,women,6,Yevgeniya Isakova,RUS,54.50
2007,400 metres hurdles,women,7,Tiffany Williams,USA,54.63
2007,400 metres hurdles,women,8,Tasha Danvers,GBR,54.94
2007,high jump,men,1,Donald Thomas,BAH,2.35
2007,high jump,men,2,Yaroslav Rybakov,RUS,2.35
2007,high jump,men,3,Kyriakos Ioannou,CYP,2.35
2007,high jump,men,4,Stefan Holm,SWE,2.33
2007,high jump,men,5,Tomáš Janku,CZE,2.30
2007,high jump,men,5,Víctor Moya,CUB,2.30
2007,high jump,men,7,Eike Onnen,GER,2.26
2007,high jump,men,8,Jaroslav Bába,CZE,2.26
2007,high jump,men,9,Kabelo Kgosiemang,BOT,2.26
2007,high jump,men,10,Tom Parsons,GBR,2.26
2007,high jump,men,11,Michal Bieniek,POL,2.21
2007,high jump,men,11,Andrey Silnov,RUS,2.21
2007,high jump,men,13,Jessé de Lima,BRA,2.21
2007,high jump,men,14,Martyn Bernard,GBR,2.21
2007,high jump,men,15,Linus Thörnblad,SWE,2.16
2007,high jump,women,1,Blanka Vlašic,CRO,2.05
2007,high jump,women,2,Anna Chicherova,RUS,2.03
2007,high jump,women,2,Antonietta Di Martino,ITA,2.03
2007,high jump,women,4,Elena Slesarenko,RUS,2.00
2007,high jump,women,5,Ekaterina Savchenko,RUS,2.00
2007,high jump,women,6,Ruth Beitia,ESP,1.97
2007,high jump,women,7,Marina Aitova,KAZ,1.94
2007,high jump,women,7,Vita Palamar,UKR,1.94
2007,high jump,women,7,Kajsa Bergqvist,SWE,1.94
2007,high jump,women,7,Emma Green,SWE,1.94
2007,high jump,women,7,Melanie Melfort,FRA,1.94
2007,high jump,women,12,Amy Acuff,USA,1.94
2007,high jump,women,13,Miruna Mataoanu,ROU,1.90
2007,high jump,women,14,Tia Hellebaut,BEL,1.90
2007,high jump,women,15,Levern Spencer,LCA,1.90
2007,high jump,women,15,Barbora Laláková,CZE,1.90
2007,pole vault,men,1,Brad Walker,USA,5.86
2007,pole vault,men,2,Romain Mesnil,FRA,5.86
2007,pole vault,men,3,Danny Ecker,GER,5.81
2007,pole vault,men,4,Igor Pavlov,RUS,5.81
2007,pole vault,men,5,Björn Otto,GER,5.81
2007,pole vault,men,6,Evgeniy Lukyanenko,RUS,5.81
2007,pole vault,men,7,Aleksandr Averbukh,ISR,5.81
2007,pole vault,men,8,Tim Lobinger,GER,5.81
2007,pole vault,men,9,Steven Hooker,AUS,5.76
2007,pole vault,men,10,Fábio da Silva,BRA,5.76
2007,pole vault,men,11,Maksym Mazuryk,UKR,5.76
2007,pole vault,men,12,Denys Yurchenko,UKR,5.66
2007,pole vault,women,1,Elena Isinbaeva,RUS,4.80
2007,pole vault,women,2,Katerina Badurová,CZE,4.75
2007,pole vault,women,3,Svetlana Feofanova,RUS,4.75
2007,pole vault,women,4,Monika Pyrek,POL,4.75
2007,pole vault,women,5,Vanessa Boslak,FRA,4.70
2007,pole vault,women,6,Fabiana Murer,BRA,4.65
2007,pole vault,women,6,Yuliya Golubchikova,RUS,4.65
2007,pole vault,women,8,Anna Rogowska,POL,4.60
2007,pole vault,women,9,Tatyana Polnova,RUS,4.60
2007,pole vault,women,10,Jennifer Suhr,USA,4.50
2007,pole vault,women,11,Kym Howe,AUS,4.50
2007,pole vault,women,,Silke Spiegelburg,GER,NM
2007,long jump,men,1,Irving Saladino,PAN,8.57
2007,long jump,men,2,Andrew Howe,ITA,8.47
2007,long jump,men,3,Dwight Phillips,USA,8.30
2007,long jump,men,4,Olexiy Lukashevych,UKR,8.25
2007,long jump,men,5,Godfrey Khotso Mokoena,RSA,8.19
2007,long jump,men,6,James Beckford,JAM,8.17
2007,long jump,men,7,Ndiss Kaba Badji,SEN,8.01
2007,long jump,men,8,Ahmed Faiz Bin Marzouq,KSA,7.98
2007,long jump,men,9,Christian Reif,GER,7.95
2007,long jump,men,10,Miguel Pate,USA,7.94
2007,long jump,men,11,Hussein Taher Al-Sabee,KSA,7.84
2007,long jump,men,,Trevell Quinley,USA,NM
2007,long jump,women,1,Tatyana Lebedeva,RUS,7.03
2007,long jump,women,2,Lyudmila Kolchanova,RUS,6.92
2007,long jump,women,3,Tatyana Kotova,RUS,6.90
2007,long jump,women,4,Naide Gomes,POR,6.87
2007,long jump,women,5,Bianca Kappler,GER,6.81
2007,long jump,women,6,Maurren Higa Maggi,BRA,6.80
2007,long jump,women,7,Keila Costa,BRA,6.69
2007,long jump,women,8,Brittney Reese,USA,6.60
2007,long jump,women,9,Anju Bobby George,IND,6.53
2007,long jump,women,10,Tianna Bartoletta,USA,6.47
2007,long jump,women,11,Viktoriya Rybalko,UKR,6.45
2007,long jump,women,12,Jana Velďáková,SVK,6.21
2007,triple jump,men,1,Nelson Évora,POR,17.74
2007,triple jump,men,2,Jadel Gregório,BRA,17.59
2007,triple jump,men,3,Walter Davis,USA,17.33
2007,triple jump,men,4,Osniel Tosca,CUB,17.32
2007,triple jump,men,5,Aarik Wilson,USA,17.31
2007,triple jump,men,6,Phillips Idowu,GBR,17.09
2007,triple jump,men,7,Arnie David Girat,CUB,16.91
2007,triple jump,men,8,Alexander Martínez,SUI,16.85
2007,triple jump,men,9,Deokhyeon Kim,KOR,16.71
2007,triple jump,men,10,Aleksandr Petrenko,RUS,16.66
2007,triple jump,men,11,Minwei Zhong,CHN,16.66
2007,triple jump,men,12,Dimítrios Tsiámis,GRE,16.59
2007,triple jump,women,1,Yargeris Savigne,CUB,15.28
2007,triple jump,women,2,Tatyana Lebedeva,RUS,15.07
2007,triple jump,women,3,Marija Šestak,SLO,14.72
2007,triple jump,women,4,Magdelín Martínez,ITA,14.71
2007,triple jump,women,5,Olha Saladukha,UKR,14.60
2007,triple jump,women,6,Limei Xie,CHN,14.50
2007,triple jump,women,7,Keila Costa,BRA,14.40
2007,triple jump,women,8,Olesya Ivanenko,RUS,14.39
2007,triple jump,women,9,Olga Rypakova,KAZ,14.32
2007,triple jump,women,10,Dana Velďáková,SVK,14.09
2007,triple jump,women,,Chrysopigi Devetzi,GRE,DQ
2007,triple jump,women,,Anna Pyatykh,RUS,DQ
2007,shot put,men,1,Reese Hoffa,USA,22.04
2007,shot put,men,2,Adam Nelson,USA,21.61
2007,shot put,men,3,Rutger Smith,NED,21.13
2007,shot put,men,4,Tomasz Majewski,POL,20.87
2007,shot put,men,5,Miroslav Vodovnik,SLO,20.67
2007,shot put,men,6,Ralf Bartels,GER,20.45
2007,shot put,men,7,Yury Bialou,BLR,20.34
2007,shot put,men,8,Dylan Armstrong,CAN,20.23
2007,shot put,men,9,Pavel Sofin,RUS,19.62
2007,shot put,men,,Dorian Scott,JAM,NM
2007,shot put,men,,Joachim Olsen,DEN,NM
2007,shot put,men,,Andrei Mikhnevich,BLR,DQ
2007,shot put,women,1,Valerie Adams,NZL,20.54
2007,shot put,women,2,Nadine Kleinert,GER,19.77
2007,shot put,women,3,Ling Li,CHN,19.38
2007,shot put,women,4,Petra Lammert,GER,19.33
2007,shot put,women,5,Meiju Li,CHN,18.83
2007,shot put,women,6,Lijiao Gong,CHN,18.66
2007,shot put,women,7,Chiara Rosa,ITA,18.39
2007,shot put,women,8,Anna Omarova,RUS,18.20
2007,shot put,women,9,Yanina Pravalinskay-Karolchyk,BLR,18.17
2007,shot put,women,10,Misleydis González,CUB,18.14
2007,shot put,women,11,Yumileidi Cumbá,CUB,17.93
2007,shot put,women,,Nadzeya Ostapchuk,BLR,DQ
2007,discus throw,men,1,Gerd Kanter,EST,68.94
2007,discus throw,men,2,Robert Harting,GER,66.68
2007,discus throw,men,3,Rutger Smith,NED,66.42
2007,discus throw,men,4,Virgilijus Alekna,LTU,65.24
2007,discus throw,men,5,Gábor Máté,HUN,64.71
2007,discus throw,men,6,Omar Ahmed El Ghazaly,EGY,64.58
2007,discus throw,men,7,Ehsan Hadadi,IRI,64.53
2007,discus throw,men,8,Aleksander Tammert,EST,64.33
2007,discus throw,men,9,Zoltán Kövágó,HUN,63.04
2007,discus throw,men,10,Mario Pestano,ESP,62.70
2007,discus throw,men,11,Rashid Shafi Al-Dosari,QAT,62.60
2007,discus throw,men,12,Piotr Małachowski,POL,60.77
2007,discus throw,women,1,Franka Dietzsch,GER,66.61
2007,discus throw,women,2,Yarelys Barrios,CUB,63.90
2007,discus throw,women,3,Nicoleta Grasu,ROU,63.40
2007,discus throw,women,4,Taifeng Sun,CHN,63.22
2007,discus throw,women,5,Olena Antonova,UKR,62.41
2007,discus throw,women,6,Joanna Wisniewska,POL,61.35
2007,discus throw,women,7,Nataliya Semenova,UKR,61.17
2007,discus throw,women,8,Xuejun Ma,CHN,59.37
2007,discus throw,women,9,Iryna Yatchenko,BLR,58.67
2007,discus throw,women,10,Yania Ferrales,CUB,58.20
2007,discus throw,women,11,Mélina Robert-Michon,FRA,57.81
2007,discus throw,women,,Darya Pishchalnikova,RUS,DQ
2007,hammer throw,men,1,Ivan Tikhon,BLR,83.63
2007,hammer throw,men,2,Primož Kozmus,SLO,82.29
2007,hammer throw,men,3,Libor Charfreitag,SVK,81.60
2007,hammer throw,men,4,Vadim Devyatovskiy,BLR,81.57
2007,hammer throw,men,5,Krisztián Pars,HUN,80.93
2007,hammer throw,men,6,Koji Murofushi,JPN,80.46
2007,hammer throw,men,7,Szymon Ziólkowski,POL,80.09
2007,hammer throw,men,8,Markus Esser,GER,79.66
2007,hammer throw,men,9,Olli-Pekka Karjalainen,FIN,78.35
2007,hammer throw,men,10,Miloslav Konopka,SVK,78.09
2007,hammer throw,men,11,Esref Apak,TUR,76.59
2007,hammer throw,men,12,Ali Mohamed Al-Zankawi,KUW,76.04
2007,hammer throw,women,1,Betty Heidler,GER,74.76
2007,hammer throw,women,2,Yipsi Moreno,CUB,74.74
2007,hammer throw,women,3,Wenxiu Zhang,CHN,74.39
2007,hammer throw,women,4,Kamila Skolimowska,POL,73.75
2007,hammer throw,women,5,Yelena Konevtseva,RUS,72.45
2007,hammer throw,women,6,Eileen O'Keeffe,IRL,70.93
2007,hammer throw,women,7,Clarissa Claretti,ITA,70.74
2007,hammer throw,women,8,Manuela Montebrun,FRA,70.36
2007,hammer throw,women,9,Arasay Thondike,CUB,70.20
2007,hammer throw,women,10,Ivana Brkljacic,CRO,68.16
2007,hammer throw,women,11,Yunaika Crawford,CUB,67.56
2007,hammer throw,women,,Gulfiya Agafonova,RUS,DQ
2007,javelin throw,men,1,Tero Pitkämäki,FIN,90.33
2007,javelin throw,men,2,Andreas Thorkildsen,NOR,88.61
2007,javelin throw,men,3,Breaux Greer,USA,86.21
2007,javelin throw,men,4,Vadims Vasilevskis,LAT,85.19
2007,javelin throw,men,5,Aleksandr Ivanov,RUS,85.18
2007,javelin throw,men,6,John Robert Oosthuizen,RSA,84.52
2007,javelin throw,men,7,Igor Janik,POL,83.38
2007,javelin throw,men,8,Tero Järvenpää,FIN,82.10
2007,javelin throw,men,9,Guillermo Martínez,CUB,82.03
2007,javelin throw,men,10,Magnus Arvidsson,SWE,81.98
2007,javelin throw,men,11,Eriks Rags,LAT,80.01
2007,javelin throw,men,12,Teemu Wirkkala,FIN,78.01
2007,javelin throw,women,1,Barbora Špotáková,CZE,67.07
2007,javelin throw,women,2,Christina Obergföll,GER,66.46
2007,javelin throw,women,3,Steffi Nerius,GER,64.42
2007,javelin throw,women,4,Nikola Brejchová,CZE,63.73
2007,javelin throw,women,5,Sávva Líka,GRE,63.13
2007,javelin throw,women,6,Sonia Bisset,CUB,61.74
2007,javelin throw,women,7,Maria Abakumova,RUS,61.43
2007,javelin throw,women,8,Linda Stahl,GER,61.03
2007,javelin throw,women,9,Barbara Madejczyk,POL,58.37
2007,javelin throw,women,10,Olha Ivankova,UKR,57.87
2007,javelin throw,women,11,Felicia Tilea-Moldovan,ROU,55.71
2007,javelin throw,women,12,Paula Tarvainen,FIN,53.50
2007,20 kilometres race walk,men,1,Jefferson Pérez,ECU,1:22:20
2007,20 kilometres race walk,men,2,Francisco Javier Fernández,ESP,1:22:40
2007,20 kilometres race walk,men,3,Hatem Ghoula,TUN,1:22:40
2007,20 kilometres race walk,men,4,Eder Sánchez,MEX,1:23:36
2007,20 kilometres race walk,men,5,Giorgio Rubino,ITA,1:23:39
2007,20 kilometres race walk,men,6,Robert Heffernan,IRL,1:23:42
2007,20 kilometres race walk,men,7,Luke Adams,AUS,1:23:52
2007,20 kilometres race walk,men,8,Erik Tysse,NOR,1:24:10
2007,20 kilometres race walk,men,9,Ilya Markov,RUS,1:24:35
2007,20 kilometres race walk,men,9,Alex Schwazer,ITA,1:24:39
2007,20 kilometres race walk,men,11,Koichiro Morioka,JPN,1:24:46
2007,20 kilometres race walk,men,12,Rolando Saquipay,ECU,1:25:03
2007,20 kilometres race walk,men,13,Gaobo Li,CHN,1:25:30
2007,20 kilometres race walk,men,14,Matej Tóth,SVK,1:25:57
2007,20 kilometres race walk,men,15,Chilsung Park,KOR,1:26:08
2007,20 kilometres race walk,men,16,Juan Manuel Molina,ESP,1:26:26
2007,20 kilometres race walk,men,17,Benjamin Kuciński,POL,1:26:43
2007,20 kilometres race walk,men,18,Andriy Kovenko,UKR,1:26:44
2007,20 kilometres race walk,men,19,Akihiro Sugimoto,JPN,1:26:45
2007,20 kilometres race walk,men,20,Hyunsub Kim,KOR,1:26:51
2007,20 kilometres race walk,men,21,Takayuki Tanii,JPN,1:26:53
2007,20 kilometres race walk,men,22,Luis Fernando López,COL,1:27:22
2007,20 kilometres race walk,men,23,Benjamín Sánchez,ESP,1:27:29
2007,20 kilometres race walk,men,24,Hassanine Sebei,TUN,1:27:35
2007,20 kilometres race walk,men,25,João Vieira,POR,1:27:44
2007,20 kilometres race walk,men,26,Rafał Augustyn,POL,1:27:54
2007,20 kilometres race walk,men,27,Ivan Trotski,BLR,1:27:56
2007,20 kilometres race walk,men,28,Kevin Eastler,USA,1:28:29
2007,20 kilometres race walk,men,29,Yucheng Han,CHN,1:31:58
2007,20 kilometres race walk,men,30,Jimin Dong,CHN,1:32:03
2007,20 kilometres race walk,men,31,Tim Seaman,USA,1:33:58
2007,20 kilometres race walk,men,32,Predrag Filipović,SRB,1:35:51
2007,20 kilometres race walk,men,,Daniel García Cordova,MEX,DQ
2007,20 kilometres race walk,men,,Igor Yerokhin,RUS,DQ
2007,20 kilometres race walk,men,,Gustavo Restrepo,COL,DQ
2007,20 kilometres race walk,men,,Ivano Brugnetti,ITA,DQ
2007,20 kilometres race walk,men,,Andrés Chocho,ECU,DQ
2007,20 kilometres race walk,men,,Gabriel Ortiz,MEX,DQ
2007,20 kilometres race walk,men,,Jared Tallent,AUS,DQ
2007,20 kilometres race walk,men,,Valeriy Borchin,RUS,DNF
2007,20 kilometres race walk,men,,Sérgio Vieira,POR,DNF
2007,20 kilometres race walk,men,,André Höhne,GER,DNF
2007,20 kilometres race walk,women,1,Olga Kaniskina,RUS,1:30:09
2007,20 kilometres race walk,women,2,Tatyana Shemyakina,RUS,1:30:42
2007,20 kilometres race walk,women,3,María Vasco,ESP,1:30:47
2007,20 kilometres race walk,women,4,Kjersti Plätzer,NOR,1:31:24
2007,20 kilometres race walk,women,5,Susana Feitor,POR,1:32:01
2007,20 kilometres race walk,women,6,Claudia Stef,ROU,1:32:47
2007,20 kilometres race walk,women,7,Inês HENRIQUES,POR,1:33:06
2007,20 kilometres race walk,women,8,Sabine Krantz,GER,1:33:23
2007,20 kilometres race walk,women,9,Tatiana Sibileva,RUS,1:33:29
2007,20 kilometres race walk,women,10,Mayumi Kawasaki,JPN,1:33:35
2007,20 kilometres race walk,women,11,Vera Santos,POR,1:34:28
2007,20 kilometres race walk,women,12,María José Poves,ESP,1:35:06
2007,20 kilometres race walk,women,13,Beatriz Pascual,ESP,1:35:13
2007,20 kilometres race walk,women,14,Melanie Seeger,GER,1:35:30
2007,20 kilometres race walk,women,15,Hongjuan Song,CHN,1:35:44
2007,20 kilometres race walk,women,16,Elena Ginko,BLR,1:35:59
2007,20 kilometres race walk,women,17,Olive Loughnane,IRL,1:36:00
2007,20 kilometres race walk,women,18,Zuzana Malíková,SVK,1:36:26
2007,20 kilometres race walk,women,19,Hong LIU,CHN,1:36:40
2007,20 kilometres race walk,women,20,Barbora Dibelková,CZE,1:36:45
2007,20 kilometres race walk,women,21,Marie Polli,SUI,1:36:54
2007,20 kilometres race walk,women,22,Sonata Milušauskaité,LTU,1:37:28
2007,20 kilometres race walk,women,23,Sylwia Korzeniowska-Chirat,POL,1:37:38
2007,20 kilometres race walk,women,24,Mária Gáliková,SVK,1:38:54
2007,20 kilometres race walk,women,25,Johanna Atkinson,GBR,1:39:34
2007,20 kilometres race walk,women,26,Mi-jung Kim,KOR,1:41:33
2007,20 kilometres race walk,women,27,Masumi FUCHISE,JPN,1:41:49
2007,20 kilometres race walk,women,28,Svetlana Tolstaya,KAZ,1:41:54
2007,20 kilometres race walk,women,29,Yadira Guamán,ECU,1:42:17
2007,20 kilometres race walk,women,30,Tania Regina Spindler,BRA,1:43:56
2007,20 kilometres race walk,women,31,Sandra Zapata,COL,1:44:42
2007,20 kilometres race walk,women,32,Yeliz Ay,TUR,1:45:52
2007,20 kilometres race walk,women,33,Geovana Irusta,BOL,1:47:15
2007,20 kilometres race walk,women,,Miriam Ramón,ECU,DQ
2007,20 kilometres race walk,women,,Jane Saville,AUS,DQ
2007,20 kilometres race walk,women,,Ryoko Sakakura,JPN,DQ
2007,20 kilometres race walk,women,,Teresa Vaill,USA,DQ
2007,20 kilometres race walk,women,,Jolanta Dukure,LAT,DNF
2007,20 kilometres race walk,women,,Elisa Rigaudo,ITA,DNF
2007,20 kilometres race walk,women,,Olimpiada Ivanova,RUS,DNF
2007,20 kilometres race walk,women,,Athanasía Tsoumeléka,GRE,DNF
2007,20 kilometres race walk,women,,Jing Jiang,CHN,DNF
2007,50 kilometres race walk,men,1,Nathan Deakes,AUS,3:43:53
2007,50 kilometres race walk,men,2,Yohann DINIZ,FRA,3:44:22
2007,50 kilometres race walk,men,3,Alex Schwazer,ITA,3:44:38
2007,50 kilometres race walk,men,4,Denis Nizhegorodov,RUS,3:46:57
2007,50 kilometres race walk,men,5,Erik Tysse,NOR,3:51:52
2007,50 kilometres race walk,men,6,Mikel Odriozola,ESP,3:55:19
2007,50 kilometres race walk,men,7,Chao Sun,CHN,3:55:43
2007,50 kilometres race walk,men,8,Trond Nymark,NOR,3:57:22
2007,50 kilometres race walk,men,9,Horació NAVA,MEX,3:58:17
2007,50 kilometres race walk,men,10,Jarkko KINNUNEN,FIN,3:58:22
2007,50 kilometres race walk,men,11,Antti Kempas,FIN,3:59:34
2007,50 kilometres race walk,men,12,Donatas Škarnulis,LTU,3:59:48
2007,50 kilometres race walk,men,13,Eddy Riva,FRA,4:00:44
2007,50 kilometres race walk,men,14,David Boulanger,FRA,4:01:30
2007,50 kilometres race walk,men,15,António Pereira,POR,4:02:09
2007,50 kilometres race walk,men,16,Ken Akashi,JPN,4:02:31
2007,50 kilometres race walk,men,17,Yusuke Yachi,JPN,4:05:21
2007,50 kilometres race walk,men,18,Diego Cafagna,ITA,4:06:03
2007,50 kilometres race walk,men,19,Tim Berrett,CAN,4:06:47
2007,50 kilometres race walk,men,20,Jesús Sánchez,MEX,4:07:14
2007,50 kilometres race walk,men,21,Grzegorz Sudol,POL,4:07:48
2007,50 kilometres race walk,men,22,Miloš Bátovský,SVK,4:08:22
2007,50 kilometres race walk,men,23,Nenad Filipović,SRB,4:12:11
2007,50 kilometres race walk,men,24,Chris Erickson,AUS,4:13:00
2007,50 kilometres race walk,men,25,Konstantinos Stefanopoulos,GRE,4:14:22
2007,50 kilometres race walk,men,26,Augusto Cardoso,POR,4:14:38
2007,50 kilometres race walk,men,27,Jorge Costa,POR,4:16:05
2007,50 kilometres race walk,men,28,Igors Kozakevičs,LAT,4:19:43
2007,50 kilometres race walk,men,29,Andrey Stepanchuk,BLR,4:23:30
2007,50 kilometres race walk,men,30,Rafał Fedaczyński,POL,4:24:51
2007,50 kilometres race walk,men,31,Kevin Eastler,USA,4:31:52
2007,50 kilometres race walk,men,,Andreas Gustafsson,SWE,DQ
2007,50 kilometres race walk,men,,Chengliang Zhao,CHN,DQ
2007,50 kilometres race walk,men,,Fredrik Svensson,SWE,DQ
2007,50 kilometres race walk,men,,Chaohong Yu,CHN,DQ
2007,50 kilometres race walk,men,,Omar Zepeda,MEX,DQ
2007,50 kilometres race walk,men,,Zoltán Czukor,HUN,DQ
2007,50 kilometres race walk,men,,Jesús Ángel GARCÍA,ESP,DQ
2007,50 kilometres race walk,men,,Duane Cousins,AUS,DQ
2007,50 kilometres race walk,men,,Colin Griffin,IRL,DQ
2007,50 kilometres race walk,men,,Aleksey Voyevodin,RUS,DNF
2007,50 kilometres race walk,men,,Jamie Costin,IRL,DNF
2007,50 kilometres race walk,men,,Kamil Kalka,POL,DNF
2007,50 kilometres race walk,men,,Sergey Kirdyapkin,RUS,DNF
2007,50 kilometres race walk,men,,Yuki Yamazaki,JPN,DNF
2007,50 kilometres race walk,men,,Tony Sargisson,NZL,DNF
2007,50 kilometres race walk,men,,Santiago Pérez,ESP,DNF
2007,50 kilometres race walk,men,,Ingus Janevics,LAT,DNF
2007,50 kilometres race walk,men,,Peter Korcok,SVK,DNF
2007,50 kilometres race walk,men,,Vladimir Kanaykin,RUS,DNF
2007,50 kilometres race walk,men,,Fredy Hernández,COL,DNF
2007,50 kilometres race walk,men,,Anton Kučmín,SVK,DNF
2007,50 kilometres race walk,men,,Vitali Talankou,BLR,DNF
2007,50 kilometres race walk,men,,Marco DE LUCA,ITA,DNF
2007,4x100 metres relay,men,1,United States,USA,37.78
2007,4x100 metres relay,men,2,Jamaica,JAM,37.89
2007,4x100 metres relay,men,3,Great Britain & N.I.,GBR,37.90
2007,4x100 metres relay,men,4,Brazil,BRA,37.99
2007,4x100 metres relay,men,5,Japan,JPN,38.03
2007,4x100 metres relay,men,6,Germany,GER,38.62
2007,4x100 metres relay,men,,Nigeria,NGR,DNF
2007,4x100 metres relay,men,,Poland,POL,DNF
2007,4x100 metres relay,women,1,United States,USA,41.98
2007,4x100 metres relay,women,2,Jamaica,JAM,42.01
2007,4x100 metres relay,women,3,Belgium,BEL,42.75
2007,4x100 metres relay,women,4,Great Britain & N.I.,GBR,42.87
2007,4x100 metres relay,women,5,Russia,RUS,42.97
2007,4x100 metres relay,women,6,Belarus,BLR,43.37
2007,4x100 metres relay,women,7,Germany,GER,43.51
2007,4x100 metres relay,women,8,Poland,POL,43.57
2007,4x400 metres relay,men,1,United States,USA,2:55.56
2007,4x400 metres relay,men,2,Bahamas,BAH,2:59.18
2007,4x400 metres relay,men,3,Poland,POL,3:00.05
2007,4x400 metres relay,men,4,Jamaica,JAM,3:00.76
2007,4x400 metres relay,men,5,Russia,RUS,3:01.62
2007,4x400 metres relay,men,6,Great Britain & N.I.,GBR,3:02.94
2007,4x400 metres relay,men,7,Dominica Republic,DOM,3:03.56
2007,4x400 metres relay,men,8,Germany,GER,3:07.40
2007,4x400 metres relay,women,1,United States,USA,3:18.55
2007,4x400 metres relay,women,2,Jamaica,JAM,3:19.73
2007,4x400 metres relay,women,3,Great Britain & N.I.,GBR,3:20.04
2007,4x400 metres relay,women,4,Russia,RUS,3:20.25
2007,4x400 metres relay,women,5,Belarus,BLR,3:21.88
2007,4x400 metres relay,women,6,Poland,POL,3:26.49
2007,4x400 metres relay,women,7,Cuba,CUB,3:27.05
2007,4x400 metres relay,women,8,Mexico,MEX,3:29.14
2009,100 metres,men,1,Usain Bolt,JAM,9.58
2009,100 metres,men,2,Tyson Gay,USA,9.71
2009,100 metres,men,3,Asafa Powell,JAM,9.84
2009,100 metres,men,4,Daniel Bailey,ANT,9.93
2009,100 metres,men,5,Richard Thompson,TTO,9.93
2009,100 metres,men,6,Dwain Chambers,GBR,10.00
2009,100 metres,men,7,Marc Burns,TTO,10.00
2009,100 metres,men,8,Darvis Patton,USA,10.34
2009,100 metres,women,1,Shelly-Ann Fraser-Pryce,JAM,10.73
2009,100 metres,women,2,Kerron Stewart,JAM,10.75
2009,100 metres,women,3,Carmelita Jeter,USA,10.90
2009,100 metres,women,4,Veronica Campbell-Brown,JAM,10.95
2009,100 metres,women,5,Lauryn Williams,USA,11.01
2009,100 metres,women,6,Debbie Ferguson-McKenzie,BAH,11.05
2009,100 metres,women,7,Chandra Sturrup,BAH,11.05
2009,100 metres,women,8,Aleen Bailey,JAM,11.16
2009,200 metres,men,1,Usain BOLT,JAM,19.19
2009,200 metres,men,2,Alonso EDWARD,PAN,19.81
2009,200 metres,men,3,Wallace Spearmon,USA,19.85
2009,200 metres,men,4,Shawn Crawford,USA,19.89
2009,200 metres,men,5,Steve Mullings,JAM,19.98
2009,200 metres,men,6,Charles Clark,USA,20.39
2009,200 metres,men,7,Ramil GULIYEV,AZE,20.61
2009,200 metres,men,8,David Alerte,FRA,20.68
2009,200 metres,women,1,Allyson Felix,USA,22.02
2009,200 metres,women,2,Veronica Campbell-Brown,JAM,22.35
2009,200 metres,women,3,Debbie Ferguson-McKenzie,BAH,22.41
2009,200 metres,women,4,Muna Lee,USA,22.48
2009,200 metres,women,5,Anneisha McLaughlin-Whilby,JAM,22.62
2009,200 metres,women,6,Simone Facey,JAM,22.80
2009,200 metres,women,7,Emily Freeman,GBR,22.98
2009,200 metres,women,8,Eleni Artymata,CYP,23.05
2009,400 metres,men,1,LaShawn Merritt,USA,44.06
2009,400 metres,men,2,Jeremy Wariner,USA,44.60
2009,400 metres,men,3,Renny Quow,TTO,45.02
2009,400 metres,men,4,Tabarie Henry,ISV,45.42
2009,400 metres,men,5,Chris Brown,BAH,45.47
2009,400 metres,men,6,David Gillick,IRL,45.53
2009,400 metres,men,7,Michael Bingham,GBR,45.56
2009,400 metres,men,8,Leslie Djhone,FRA,45.90
2009,400 metres,women,1,Sanya Richards-Ross,USA,49.00
2009,400 metres,women,2,Shericka Williams,JAM,49.32
2009,400 metres,women,3,Antonina Krivoshapka,RUS,49.71
2009,400 metres,women,4,Novlene Williams-Mills,JAM,49.77
2009,400 metres,women,5,Christine Ohuruogu,GBR,50.21
2009,400 metres,women,6,Debbie Dunn,USA,50.35
2009,400 metres,women,7,Amantle Montsho,BOT,50.65
2009,400 metres,women,,Anastasiya Kapachinskaya,RUS,DQ
2009,800 metres,men,1,Mbulaeni Mulaudzi,RSA,1:45.29
2009,800 metres,men,2,Alfred Kirwa Yego,KEN,1:45.35
2009,800 metres,men,3,Yusuf Saad Kamel,BRN,1:45.35
2009,800 metres,men,4,Yuriy Borzakovskiy,RUS,1:45.57
2009,800 metres,men,5,Amine Laalou,MAR,1:45.66
2009,800 metres,men,6,Nick Symmonds,USA,1:45.71
2009,800 metres,men,7,Bram Som,NED,1:45.86
2009,800 metres,men,8,Marcin Lewandowski,POL,1:46.17
2009,800 metres,men,9,Jackson Mumbwa Kivuva,KEN,1:46.39
2009,800 metres,men,10,Yeimer López,CUB,1:47.80
2009,800 metres,women,1,Caster Semenya,RSA,1:55.45
2009,800 metres,women,2,Janeth Jepkosgei Busienei,KEN,1:57.90
